territory_id,week,weekly_sales,weekly_revenue,unique_transactions,unique_products,inventory_qty,stockout_count,avg_inventory,total_visits,unique_reps,delivered_rate,opened_rate,clicked_rate,impressions,visits,leads,sales_growth,revenue_growth,sales_momentum,inventory_momentum,rolling_sales_4w,rolling_revenue_4w,stockout_rate,inventory_risk,engagement_score,rep_coverage_score,sales_score,engagement_score_norm,inventory_risk_norm,coverage_score_norm,territory_intelligence_score,territory_health_score,sales_decline_flag,high_inventory_risk_flag,low_engagement_flag,low_coverage_flag,urgency_score,high_engagement_flag,high_sales_momentum_flag,opportunity_score,sales_alert,inventory_alert,engagement_alert,recommendations,action_priority,territory_status
TER_0001,2025-12-15/2025-12-21,165,182143.15,33,10,2384,0,82.20689655172414,0.0,0.0,0.981132075471698,0.270440251572327,0.0754716981132075,137614,2999,153,-0.3978102189781022,-0.6303051381095146,-109.0,-150.0,279.25,417706.05750000005,0.0,0.0,0.1534591194968553,0.0,0.1821266968325791,0.80739918608953,0.0,0.0,0.2655941404137852,0.43433051595093763,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,STABLE
TER_0001,2025-12-22/2025-12-28,203,218686.74,28,11,2227,0,76.79310344827586,0.0,0.0,0.9930555555555556,0.2916666666666667,0.0972222222222222,138326,2834,167,0.2303030303030302,0.2006311519263832,38.0,-157.0,217.5,312062.405,0.0,0.0,0.175,0.0,0.2251131221719457,1.0,0.0,0.0,0.328789592760181,0.4900452488687783,0,0,0,1,0.15,0,1,0.4,NORMAL,NORMAL,NORMAL,Increase rep visits | Scale campaign investment,LOW,STABLE
TER_0001,2025-12-29/2026-01-04,233,286375.11,26,10,2057,1,70.93103448275862,6.0,1.0,0.9923664122137404,0.2595419847328244,0.0916030534351145,174546,3612,237,0.1477832512315271,0.3095220588134424,30.0,-170.0,218.75,294972.525,0.0004861448711716,0.0486144871171609,0.1587786259541984,3.0,0.2590497737556561,0.8549618320610686,0.0521795495057527,0.1714285714285714,0.3431670519204706,0.4984620802990398,0,0,0,0,0.0,0,1,0.4342857142857143,NORMAL,NORMAL,NORMAL,Scale campaign investment,LOW,STABLE
TER_0001,2026-01-05/2026-01-11,273,301354.78,23,10,1920,0,66.20689655172414,4.0,1.0,0.990909090909091,0.1727272727272727,0.0363636363636363,178318,2852,198,0.1716738197424892,0.0523078629284505,40.0,-137.0,218.5,247139.94499999995,0.0,0.0,0.0909090909090909,2.0,0.3042986425339366,0.2481283422459893,0.0,0.1142857142857142,0.1856794675912322,0.3942022683199154,0,0,1,0,0.15,0,1,0.4228571428571429,NORMAL,NORMAL,NORMAL,Push WhatsApp campaign | Scale campaign investment,LOW,AT_RISK
TER_0001,2026-01-12/2026-01-18,181,243698.48,25,10,1826,0,62.96551724137931,0.0,0.0,1.0,0.2198581560283688,0.0425531914893617,162901,2980,232,-0.336996336996337,-0.1913236617650463,-92.0,-94.0,222.5,262528.7775,0.0,0.0,0.1134751773049645,0.0,0.2002262443438914,0.4498957029620359,0.0,0.0,0.1825531112608709,0.37006963832996376,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,AT_RISK
TER_0001,2026-01-19/2026-01-25,132,212143.98,24,10,1842,0,63.51724137931034,0.0,0.0,0.9682539682539684,0.2301587301587301,0.0714285714285714,121615,2668,197,-0.2707182320441988,-0.1294817267633349,-49.0,16.0,204.75,260893.0875,0.0,0.0,0.1349206349206349,0.0,0.1447963800904977,0.641643323996265,0.0,0.0,0.2110895640307404,0.3862472168354521,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,AT_RISK
TER_0001,2026-01-26/2026-02-01,121,156565.25,31,10,1852,1,63.86206896551724,0.0,0.0,0.981132075471698,0.2641509433962264,0.0377358490566037,158614,2652,183,-0.0833333333333333,-0.2619858927884732,-11.0,10.0,176.75,228440.6225,0.0005399568034557,0.0539956803455723,0.1283018867924528,0.0,0.1323529411764706,0.5824639289678134,0.0579553635709143,0.0,0.2064283525464466,0.35784288954996807,0,0,0,1,0.15,0,0,0.0,NORMAL,NORMAL,NORMAL,Increase rep visits,LOW,AT_RISK
TER_0001,2026-02-02/2026-02-08,117,159323.85,36,10,1909,0,65.82758620689656,11.0,1.0,0.9789473684210528,0.2,0.0526315789473684,164117,2527,221,-0.0330578512396694,0.0176194909151297,-4.0,57.0,137.75,192932.89,0.0,0.0,0.111578947368421,5.5,0.1278280542986425,0.4329411764705881,0.0,0.3142857142857143,0.2001179702650291,0.4005765998707175,0,0,0,0,0.0,0,0,0.06285714285714286,NORMAL,NORMAL,NORMAL,Territory performing normally,LOW,STABLE
TER_0001,2026-02-09/2026-02-15,376,431907.44,26,11,1729,0,59.62068965517241,0.0,0.0,1.0,0.2916666666666667,0.0520833333333333,238374,4389,284,2.213675213675214,1.710877498880425,259.0,-180.0,186.5,239985.13,0.0,0.0,0.1479166666666667,0.0,0.420814479638009,0.7578431372549022,0.0,0.0,0.3367458521870287,0.5198944193061841,0,0,0,1,0.15,0,1,0.4,NORMAL,NORMAL,NORMAL,Increase rep visits | Scale campaign investment,LOW,STABLE
TER_0001,2026-02-16/2026-02-22,156,171875.52,26,11,1639,2,56.51724137931034,0.0,0.0,0.9852941176470588,0.2647058823529412,0.0735294117647058,136151,2316,153,-0.5851063829787234,-0.6020547365426259,-220.0,-90.0,192.5,229918.015,0.0012202562538133,0.12202562538133,0.15,0.0,0.171945701357466,0.7764705882352942,0.1309741712426276,0.0,0.2870421853445936,0.39787756394151974,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,AT_RISK
TER_0001,2026-02-23/2026-03-01,211,308725.12,24,11,1532,1,52.82758620689656,12.0,1.0,0.9897959183673468,0.2346938775510204,0.0612244897959183,153194,3448,248,0.3525641025641026,0.7962134456378664,55.0,-107.0,215.0,267957.9825,0.0006527415143603,0.0652741514360313,0.1306122448979592,6.0,0.2341628959276018,0.6031212484993997,0.0700609225413403,0.3428571428571428,0.301681127763417,0.46884865213408117,0,0,0,0,0.0,0,1,0.4685714285714286,NORMAL,NORMAL,NORMAL,Scale campaign investment,LOW,STABLE
TER_0001,2026-03-02/2026-03-08,289,348135.17,25,10,1455,1,50.172413793103445,4.0,1.0,0.9552238805970148,0.1641791044776119,0.0,153758,2209,150,0.3696682464454977,0.1276541733954139,78.0,-77.0,258.0,315160.8125,0.0006872852233676,0.0687285223367697,0.0656716417910447,2.0,0.3223981900452489,0.0224758560140473,0.0737686139747995,0.1142857142857142,0.1540433411559059,0.34155786728309195,0,0,1,0,0.15,0,1,0.4228571428571429,NORMAL,NORMAL,LOW_ENGAGEMENT,Push WhatsApp campaign | Scale campaign investment,LOW,AT_RISK
TER_0001,2026-03-09/2026-03-15,191,198303.19,31,11,1313,3,45.27586206896552,23.0,1.0,0.953125,0.171875,0.0,138886,3184,176,-0.3391003460207612,-0.4303844969182515,-98.0,-142.0,211.75,256759.75,0.0022848438690022,0.2284843869002285,0.06875,11.5,0.2115384615384615,0.05,0.2452399086062452,0.6571428571428571,0.2464198672614514,0.376995974322707,1,1,1,0,0.85,0,0,0.13142857142857142,CRITICAL_SALES_DROP,NORMAL,LOW_ENGAGEMENT,Increase retailer engagement | Restock critical SKUs | Push WhatsApp campaign,HIGH,AT_RISK
TER_0001,2026-03-16/2026-03-22,94,129582.37,23,9,1613,2,55.62068965517241,0.0,0.0,0.9649122807017544,0.1578947368421052,0.0,131592,2827,161,-0.5078534031413613,-0.3465441983056349,-97.0,300.0,196.25,246186.4625,0.0012399256044637,0.1239925604463732,0.0631578947368421,0.0,0.1018099547511312,0.0,0.1330853482124405,0.0,0.068904821216006,0.21410691225796438,1,0,1,1,0.65,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,LOW_ENGAGEMENT,Increase retailer engagement | Push WhatsApp campaign | Increase rep visits,MEDIUM,AT_RISK
TER_0001,2026-03-23/2026-03-29,204,299799.14,21,9,1633,1,56.310344827586206,0.0,0.0,1.0,0.2622950819672131,0.081967213114754,150639,2478,124,1.1702127659574466,1.313579694521716,110.0,20.0,194.5,243954.9675,0.0006123698714023,0.0612369871402327,0.1540983606557377,0.0,0.2262443438914027,0.8131147540983605,0.0657276995305164,0.0,0.2988961337692102,0.4399751484701299,0,0,0,1,0.15,0,1,0.4,NORMAL,NORMAL,NORMAL,Increase rep visits | Scale campaign investment,LOW,STABLE
TER_0002,2025-10-06/2025-10-12,429,581310.22,24,8,2732,0,130.0952380952381,1.0,1.0,0.9858657243816256,0.1943462897526501,0.0371024734982332,133387,2489,190,,,,,429.0,581310.22,0.0,0.0,0.0999999999999999,0.5,0.4807692307692308,0.3294117647058822,0.0,0.0285714285714285,0.2549078862314156,0.4639043309631545,0,0,1,1,0.3,0,0,0.0057142857142857,NORMAL,NORMAL,NORMAL,Push WhatsApp campaign | Increase rep visits,LOW,STABLE
TER_0002,2025-10-13/2025-10-19,235,212197.62,26,9,2497,0,118.9047619047619,7.0,1.0,0.9818181818181818,0.2025974025974026,0.0415584415584415,146859,2027,131,-0.4522144522144522,-0.634966644832083,-194.0,-235.0,332.0,396753.92,0.0,0.0,0.1059740259740259,3.5,0.2613122171945701,0.3828265851795264,0.0,0.2,0.2171659223129811,0.4210902039137333,1,0,0,0,0.35,0,0,0.04000000000000001,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement,LOW,STABLE
TER_0002,2025-10-20/2025-10-26,214,286860.62,31,10,2283,0,108.71428571428572,12.0,1.0,0.9703264094955488,0.2492581602373887,0.0415430267062314,147697,2767,147,-0.0893617021276595,0.351855972748422,-21.0,-214.0,292.6666666666667,360122.82,0.0,0.0,0.1246290801186943,6.0,0.2375565610859728,0.5496247163553849,0.0,0.3428571428571428,0.2719795468975081,0.4735189962768947,0,0,0,0,0.0,0,0,0.06857142857142856,NORMAL,NORMAL,NORMAL,Territory performing normally,LOW,STABLE
TER_0002,2025-10-27/2025-11-02,258,437447.58,12,6,2066,0,98.38095238095238,0.0,0.0,0.9753086419753086,0.2345679012345679,0.0555555555555555,102085,1566,118,0.205607476635514,0.5249481786660015,44.0,-217.0,284.0,379454.01,0.0,0.0,0.1271604938271605,0.0,0.2873303167420814,0.5722585330428467,0.0,0.0,0.2436302441204401,0.4293838333054019,0,0,0,1,0.15,0,1,0.4,NORMAL,NORMAL,NORMAL,Increase rep visits | Scale campaign investment,LOW,STABLE
TER_0002,2025-11-03/2025-11-09,229,318258.19,21,9,1942,1,92.47619047619048,2.0,1.0,0.9923664122137404,0.2519083969465648,0.0419847328244274,143675,2878,178,-0.1124031007751937,-0.2724655374707981,-29.0,-124.0,234.0,313691.0025,0.0005149330587023,0.0514933058702368,0.1259541984732824,1.0,0.254524886877828,0.5614728334081722,0.0552694816340542,0.0571428571428571,0.251840717739225,0.41447919653452625,0,0,0,0,0.0,0,0,0.01142857142857142,NORMAL,NORMAL,NORMAL,Territory performing normally,LOW,STABLE
TER_0002,2025-11-10/2025-11-16,208,329320.97,15,7,1811,0,86.23809523809524,0.0,0.0,0.9880478087649402,0.2549800796812749,0.0517928286852589,130662,2850,151,-0.0917030567685589,0.0347603937545173,-21.0,-131.0,227.25,342971.84,0.0,0.0,0.1330677290836653,0.0,0.2307692307692307,0.6250761659245371,0.0,0.0,0.237038272250365,0.41732292549259975,0,0,0,1,0.15,0,0,0.0,NORMAL,NORMAL,NORMAL,Increase rep visits,LOW,STABLE
TER_0002,2025-11-17/2025-11-23,49,64244.130000000005,8,6,1762,0,83.9047619047619,6.0,1.0,0.9951923076923076,0.2403846153846154,0.0673076923076923,153126,3435,254,-0.7644230769230769,-0.8049194073490067,-159.0,-49.0,186.0,287317.7175,0.0,0.0,0.1365384615384615,3.0,0.0509049773755656,0.6561085972850679,0.0,0.1714285714285714,0.2075581771170006,0.38586942469295415,1,0,0,0,0.35,0,0,0.03428571428571428,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement,LOW,AT_RISK
TER_0002,2025-11-24/2025-11-30,78,82218.8,22,8,1742,1,82.95238095238095,4.0,1.0,0.9774774774774776,0.2207207207207207,0.054054054054054,170346,4148,336,0.5918367346938775,0.2797869626376759,29.0,-20.0,141.0,198510.5225,0.0005740528128587,0.0574052812858783,0.1207207207207207,2.0,0.083710407239819,0.5146793852676205,0.0616150019135093,0.1142857142857142,0.1905150964720762,0.34695418242389264,0,0,0,0,0.0,0,1,0.4228571428571429,NORMAL,NORMAL,NORMAL,Scale campaign investment,LOW,AT_RISK
TER_0002,2025-12-01/2025-12-07,203,168252.64,21,9,1651,0,78.61904761904762,0.0,0.0,0.9788359788359788,0.2275132275132275,0.037037037037037,145370,3027,207,1.6025641025641026,1.0464010664227643,125.0,-91.0,134.5,161009.135,0.0,0.0,0.1132275132275132,0.0,0.2251131221719457,0.4476812947401182,0.0,0.0,0.1907099164452105,0.37958150781680194,0,0,0,1,0.15,0,1,0.4,NORMAL,NORMAL,NORMAL,Increase rep visits | Scale campaign investment,LOW,AT_RISK
TER_0002,2025-12-08/2025-12-14,104,77214.06,10,6,1627,0,77.47619047619048,0.0,0.0,0.993939393939394,0.2363636363636363,0.0606060606060606,162972,3515,225,-0.4876847290640393,-0.5410826243201889,-99.0,-24.0,108.5,97982.4075,0.0,0.0,0.1309090909090909,0.0,0.1131221719457013,0.6057754010695187,0.0,0.0,0.1910366104483751,0.36640394899218426,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,AT_RISK
TER_0002,2025-12-15/2025-12-21,457,527498.03,18,7,1208,1,57.523809523809526,0.0,0.0,0.981132075471698,0.270440251572327,0.0754716981132075,137614,2999,153,3.394230769230769,5.83163182974707,353.0,-419.0,210.5,213795.8825,0.0008278145695364,0.0827814569536423,0.1534591194968553,0.0,0.5124434389140271,0.80739918608953,0.0888520971302428,0.0,0.4034180244248527,0.5486867933574683,0,0,0,1,0.15,0,1,0.4,NORMAL,NORMAL,NORMAL,Increase rep visits | Scale campaign investment,LOW,STABLE
TER_0002,2025-12-22/2025-12-28,36,40932.94,16,8,1319,0,62.80952380952381,0.0,0.0,0.9930555555555556,0.2916666666666667,0.0972222222222222,138326,2834,167,-0.9212253829321664,-0.922401719680356,-421.0,111.0,200.0,203474.4175,0.0,0.0,0.175,0.0,0.0361990950226244,1.0,0.0,0.0,0.2626696832579185,0.41447963800904974,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,STABLE
TER_0002,2025-12-29/2026-01-04,93,131690.71,18,7,1226,0,58.38095238095238,6.0,1.0,0.9923664122137404,0.2595419847328244,0.0916030534351145,174546,3612,237,1.5833333333333337,2.217230670457582,57.0,-93.0,172.5,194333.93500000003,0.0,0.0,0.1587786259541984,3.0,0.1006787330316742,0.8549618320610686,0.0,0.1714285714285714,0.2746923002906388,0.4455495739105977,0,0,0,0,0.0,0,1,0.4342857142857143,NORMAL,NORMAL,NORMAL,Scale campaign investment,LOW,STABLE
TER_0002,2026-01-05/2026-01-11,73,93379.64,18,9,1153,0,54.90476190476191,5.0,1.0,0.990909090909091,0.1727272727272727,0.0363636363636363,178318,2852,198,-0.2150537634408602,-0.2909170282398811,-20.0,-73.0,164.75,198375.33,0.0,0.0,0.0909090909090909,2.5,0.0780542986425339,0.2481283422459893,0.0,0.1428571428571428,0.1107796615149556,0.30941881647764,1,0,1,0,0.5,0,0,0.02857142857142856,NORMAL,NORMAL,NORMAL,Increase retailer engagement | Push WhatsApp campaign,MEDIUM,AT_RISK
TER_0002,2026-01-12/2026-01-18,87,110310.56,13,8,1089,2,51.85714285714285,7.0,1.0,1.0,0.2198581560283688,0.0425531914893617,162901,2980,232,0.1917808219178083,0.1813127572562927,14.0,-64.0,72.25,94078.4625,0.0018365472910927,0.1836547291092745,0.1134751773049645,3.5,0.0938914027149321,0.4498957029620359,0.197122742577288,0.2,0.2246166023350572,0.32811115316292244,0,0,0,0,0.0,0,1,0.44000000000000006,NORMAL,NORMAL,NORMAL,Scale campaign investment,LOW,AT_RISK
TER_0002,2026-01-19/2026-01-25,109,120030.24,20,7,1234,1,58.76190476190476,2.0,1.0,0.9682539682539684,0.2301587301587301,0.0714285714285714,121615,2668,197,0.2528735632183907,0.0881119631701625,22.0,145.0,90.5,113852.7875,0.0008103727714748,0.0810372771474878,0.1349206349206349,1.0,0.1187782805429864,0.641643323996265,0.0869800108049703,0.0571428571428571,0.2322996604617826,0.36987254628402494,0,0,0,0,0.0,0,1,0.4114285714285714,NORMAL,NORMAL,NORMAL,Scale campaign investment,LOW,AT_RISK
TER_0002,2026-01-26/2026-02-01,46,56243.97,13,6,1328,1,63.23809523809524,0.0,0.0,0.981132075471698,0.2641509433962264,0.0377358490566037,158614,2652,183,-0.5779816513761468,-0.5314183325801898,-63.0,94.0,78.75,94991.1025,0.0007530120481927,0.0753012048192771,0.1283018867924528,0.0,0.0475113122171945,0.5824639289678134,0.0808232931726907,0.0,0.1824507648111441,0.31933265204590233,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,AT_RISK
TER_0002,2026-02-02/2026-02-08,104,153159.54,20,5,1316,1,62.66666666666666,0.0,0.0,0.9789473684210528,0.2,0.0526315789473684,164117,2527,221,1.2608695652173911,1.723128186008207,58.0,-12.0,86.5,109936.0775,0.0007598784194528,0.0759878419452887,0.111578947368421,0.0,0.1131221719457013,0.4329411764705881,0.0815602836879432,0.0,0.1682181252206283,0.3155250473348095,0,0,0,1,0.15,0,1,0.4,NORMAL,NORMAL,NORMAL,Increase rep visits | Scale campaign investment,LOW,AT_RISK
TER_0002,2026-02-09/2026-02-15,69,81388.55,15,7,1462,0,69.61904761904762,0.0,0.0,1.0,0.2916666666666667,0.0520833333333333,238374,4389,284,-0.3365384615384615,-0.4686028046310403,-35.0,146.0,82.0,102705.575,0.0,0.0,0.1479166666666667,0.0,0.0735294117647058,0.7578431372549022,0.0,0.0,0.2151960784313726,0.38098039215686275,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,AT_RISK
TER_0002,2026-02-16/2026-02-22,285,340440.99,18,9,1211,0,57.66666666666666,2.0,1.0,0.9852941176470588,0.2647058823529412,0.0735294117647058,136151,2316,153,3.130434782608696,3.1829101267930198,216.0,-251.0,126.0,157808.2625,0.0,0.0,0.15,1.0,0.3178733031674208,0.7764705882352942,0.0,0.0571428571428571,0.3139447317388494,0.4938720103425986,0,0,0,0,0.0,0,1,0.4114285714285714,NORMAL,NORMAL,NORMAL,Scale campaign investment,LOW,STABLE
TER_0002,2026-02-23/2026-03-01,138,135028.34,13,7,1078,1,51.333333333333336,0.0,0.0,0.9897959183673468,0.2346938775510204,0.0612244897959183,153194,3448,248,-0.5157894736842106,-0.6033722613719341,-147.0,-133.0,149.0,177504.355,0.0009276437847866,0.0927643784786642,0.1306122448979592,0.0,0.1515837104072398,0.6031212484993997,0.0995670995670995,0.0,0.2287263856591587,0.36134431394935596,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,AT_RISK
TER_0002,2026-03-02/2026-03-08,138,151616.58,21,8,971,2,46.23809523809524,1.0,1.0,0.9552238805970148,0.1641791044776119,0.0,153758,2209,150,0.0,0.1228500624387443,0.0,-107.0,157.5,177118.615,0.0020597322348094,0.2059732234809474,0.0656716417910447,0.5,0.1515837104072398,0.0224758560140473,0.2210779265362169,0.0285714285714285,0.1182284585658142,0.2266273557727477,0,1,1,1,0.65,0,0,0.0057142857142857,NORMAL,NORMAL,LOW_ENGAGEMENT,Restock critical SKUs | Push WhatsApp campaign | Increase rep visits,MEDIUM,AT_RISK
TER_0002,2026-03-09/2026-03-15,73,121656.38,13,6,1243,1,59.19047619047619,6.0,1.0,0.953125,0.171875,0.0,138886,3184,176,-0.4710144927536231,-0.1976050376548527,-65.0,272.0,158.5,187185.5725,0.0008045052292839,0.080450522928399,0.06875,3.0,0.0780542986425339,0.05,0.0863502279431483,0.1714285714285714,0.0871208472249596,0.2582373881540982,1,0,1,0,0.5,0,0,0.03428571428571428,CRITICAL_SALES_DROP,NORMAL,LOW_ENGAGEMENT,Increase retailer engagement | Push WhatsApp campaign,MEDIUM,AT_RISK
TER_0002,2026-03-16/2026-03-22,94,119076.9,14,7,1215,2,57.85714285714285,0.0,0.0,0.9649122807017544,0.1578947368421052,0.0,131592,2827,161,0.2876712328767123,-0.0212029981493777,21.0,-28.0,110.75,131844.55,0.0016460905349794,0.1646090534979424,0.0631578947368421,0.0,0.1018099547511312,0.0,0.1766803840877915,0.0,0.0798035801848437,0.2053879050828942,0,0,1,1,0.3,0,1,0.4,NORMAL,NORMAL,LOW_ENGAGEMENT,Push WhatsApp campaign | Increase rep visits | Scale campaign investment,LOW,AT_RISK
TER_0002,2026-03-23/2026-03-29,66,85893.87000000001,19,8,1310,1,62.38095238095238,0.0,0.0,1.0,0.2622950819672131,0.081967213114754,150639,2478,124,-0.2978723404255319,-0.2786689105947501,-28.0,95.0,92.75,119560.9325,0.0007633587786259,0.0763358778625954,0.1540983606557377,0.0,0.0701357466063348,0.8131147540983605,0.0819338422391857,0.0,0.2483096603966037,0.3742904810143689,1,0,0,1,0.5,0,0,0.0,CRITICAL_SALES_DROP,NORMAL,NORMAL,Increase retailer engagement | Increase rep visits,MEDIUM,AT_RISK
